model,display_model,item_id,candidate_hash,context,target_question,reference,candidate,score_gpt4o,score_gemini_2_5_pro,score_qwen3_omni,q_ensemble,q_no_family
gemini_2_5_flash,Gemini 2.5 Flash,video_0176,d4f0ce3069949dc4c5139c704f14989b0144a300c6ee1e043be85da6593efa29,"Well, grandpa wanted me to study engineering like him. Well, I wasn't clear about my future, but I knew engineering was not for me. What did you tell grandpa? The truth. Then you're not upset about my not wanting to go into medicine. I'm not upset at all, I'm just happy that we're able to talk about it.",What should the man in blue say?,"I am too, dad.",Are you sure about that?,50,50,25,41.666666666666664,37.5
gemini_2_5_flash,Gemini 2.5 Flash,video_0187,1277a1a248e0630111100b7b2c1e6d37000084b832b56d22688c2cec93fc96bd,Children usually resemble their parents. It's true. Michelle is a lot like Harry in so many ways. And she shy with new people just like he is. You really like Michelle don't you.,What should the woman in blue say?,"Yes, I'm very fond of her.","""I'm sorry, I didn't mean to upset you.""",25,0,0,8.333333333333334,12.5
gemini_2_5_flash,Gemini 2.5 Flash,video_0189,58a5c038371a53b094b00b87d116e6927d0497159acfc37fe2a07f71963ba07a,"As a working woman, I think New York has all the conveniences, including the best tomatoes. The truth is, I'd like to live in the city. Michle's the right age. There are lots of things for her here.",What should the woman say?,"You're right, Harry.",Are you going to eat that?,0,0,0,0.0,0.0
gemini_2_5_flash,Gemini 2.5 Flash,video_0191,3d3488a29f310df44d7580ce54ffc54f8bd244783f7ab27cde23f465d419628f,"Susan, I, I really appreciate you doing this for Michelle and her friends. Oh, please, Harry, it's nothing. I'm not just doing it for Michelle. I'm doing it for you.",What should the man say?,Thank you.,"""I'm sorry, I didn't mean to startle you.""",0,0,0,0.0,0.0
gemini_2_5_flash,Gemini 2.5 Flash,video_0192,159222192cd5a9be33650bc574b8cceda834eacfc44d263f4ab6fce9ff0a80b4,"That makes me feel good. What, Harry? What makes you feel good well? That you care about Michelle, that you care about me and that you care about us. Well, Harry, that that's because I do. I do care. They'll be here any minute. Susan, I'd like to...continue this conversation later.",What should the woman say?,"Of course, Harry.","""Are you sure about this?""",25,50,50,41.666666666666664,37.5
gemini_2_5_flash,Gemini 2.5 Flash,video_0193,dfce34b96334a9d655c64e98de68c3037c8f4ae6c215ab5c4f9155119bfb9dda,"Susan, will you marry me? It's such an important decision. There's so many things to talk about. There are three things that have to be done first, Harry. Three things? First, we have to decide where to live. Well, that's easy we talked about that earlier. We'll live in New York. All right. Second, we have to talk to Michelle together about being married. We'll do that immediately. What's the third thing? You have to ask for my father's permission.",What should the man say?,Absolutely.,"""I'm sorry, I didn't mean to upset you.""",0,0,0,0.0,0.0
gemini_2_5_flash,Gemini 2.5 Flash,video_0196,61f4009720c8a7e2f3158509540005c73c4d712ff5f98d332410712f80fb1f18,"Come on, Mar. It's time you and I had a romantic weekend alone together. We've earned it. What do you say? It does sound tempting. You're right, we burned it.",What should the man say?,Great.,I love you.,100,75,75,83.33333333333333,87.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0001,72f7c031f33cc4fa504d2ebc227666a52c6f44c38faae8984ddfd4c0854b1202,"As you know Whitney has been a one woman wrecking ball, strong arming every college student who dares cross her path in adjoining Tinder.Judging by these numbers guys, they're telling their friends, Okay",What should the man with his hand on the woman's shoulder say?,so I'd like to officially announce that Whitney is the newest and certainly the most feminine cofounder of Tider.,"Great job, team",25,25,25,25.0,25.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0002,282c0dd7f2b803c2007cc668b501629dc32f972383489c1c7e0839c62f5a9c37,"When we filed the suit.You know, you said we had a strong case and we do you demonstrated a pattern of abuse that is systemic and company wide right and the picture of these text messages paint well, Justin Mat would exactly cut a sympathetic figure for a jury I mean he was suspended which is why we were able to get this settlement figure so high Now",What should the woman sitting in the middle say?,"the money is nothing.It's not nothing to me, it's a crazy amount to me, but for them it is a slap on the wrist",I'm not going to be silent anymore.,25,25,75,41.666666666666664,50.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0004,aeaee1b4fd6e9b1e2935eecb617e897ec0908dd12a6ba4f95aa66d35eb6f2ed1,"Hi, I've got a form to hand in. Name? Mr. Capp. Your name. Emily. No, if you name's not down, you're not coming in. I don't want to come in. I just want to give this to Mr Capp. Oh yeah that old one. I'll go inside I look for this Mr. Capp. Meanwhile you and all your mates sneak in.",What should the little girl say?,"What mates? I don't want to come in, I just want to give him this form.",Can I get you a late slip?,25,0,25,16.666666666666668,25.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0011,f056ef0fa693e76156b04678621078c9f9cc9be576971cff3c5538bea9d2f57b,"Er, Dave. Sir. Sh. I'm on a stakeout. Right. Sorry. You know that bird you're trying to catch? Bird? Winged demon, more like. But there's no way he's getting away from me this time. Right, well, about that... I'm in a heightened state of alert. I could hear an ant cough a mile away. Doesn't sound like you need my help, then.",What should the man in camouflage say?,I got it all under control.,In a bit,25,0,25,16.666666666666668,25.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0012,dda3df6df268525b69af6a28bbf9899c1ddbbb18ac806ee51f74d3ffde6c7ce0,"Good morning! Good morning. Mrs Collins, Ofsted. Here to see Mr Barker for the inspection. Certainly. One moment. Morning, Mr Barker. I've got a lady here to see you. Mrs Collins, Ofsted. Certainly. I'll let her know. Unfortunately, Mr Barker has been detained at the vets. He sends his apologies and asks if you'd mind showing yourself around? Of course.",What should the woman in yellow say?,Here's a map for yourself.,Computer says no.,0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0016,29b0c7062014eba471e1d23ce55aee59f964e6e723e3b4f6a1e2b78dc99bfdc5,"Okay, let's take a look. Good, very good. Family album U.S.A, is an excellent title. If you had to describe the book in one sentence, how would you do it? Well, I describe it as a book, which is a portrait of the United States, the places, the people, mostly the people. The things they do, the ways they live, the places they visit and the landmarks, a photographic journey.",What should the man with gray hair say?,These are wonderful.,We're done here.,25,0,0,8.333333333333334,12.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0019,a01b0cf75369580a877bc913373b214463dd6f3b604c1a2b6c701697bbbf7cf3,"When do you think you can return with street performances? A couple of weeks. If they're as good as the rest of these pictures, it's a deal.",What should the man with black hair say?,"You won't be disappointed, Mr. Carlson. Thanks.",Surely you can't be serious.,0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0026,e09d47820b6c977834113cc0613483549a8c968d9df35364d8bb68a005c35494,"Hello, Mr. Maxwell. How are you? I just called to tell you that you are very impressive, you lost the election, but you won the attention of the residents of Riverdal,e of Boswell, and of me.",What should the woman say?,"Thank you, Mr. Maxwell, I appreciate your kind words.",What do you mean?,25,25,0,16.666666666666668,12.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0030,d7f19e5333ad991396ac576e094f9a630662629ebfe251b6c907dbf439a6ce72,"Where's mom? She went to a school board meeting. I don't know how she does it, she sure keeps busy. It's important to her. There are lots of places to go, lots of things to do. She can't sit around and do nothing, Philip works late.",What should the young man in grey say?,I guess you're right.,We need to talk.,25,0,25,16.666666666666668,25.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0031,373b3b8ce0ec99c140310913862d480c6a56a961e09376fddebc0c77254cbbf5,"You' been working late almost every night this week, Dad, Aren't you exhausted? I don't have time to be exhausted. You and mom haven't had dinner together with us in almost a full week.",What should the man in the white shirt say?,"Yeah. I feel bad about us not having dinner with the family, but our schedules are so different.",How can you be so cavalier?,0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0034,95ef400b7153d19732b985c3ed18f18bd8e805928a58e18defb384743f1c9706,"Hello there,Robbie. What are you doing up this late? Reading. Reading? At this hour? Come on, Robbie, what are you doing up this late? Things on my mind. Do you care to talk about them?",What should the man say?,"Sure, if you don't mind listening.",You can't be serious.,0,25,0,8.333333333333334,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0035,577fe5603c44388d66a0dcf31850f2b7648a05429e0214d0b7246481a4e64fda,"If you have something you want to talk about, I'm always prepared to listen. You haven't been around much lately. So that's it. Okay, let's talk. You and dad are like ships that pass the night. Dad works hard and he works late. You work hard on all your committees and you work late. I thought you were proud of the work I do.",What should the man say?,"I am, mom, real proud. You are one fantastic mom, but, but I've been noticing how little quality time you spend with dad and me and the family.",Are you serious?,0,25,25,16.666666666666668,12.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0037,28e247f0d079d5d068cacd35b60c3624c3cb57acf075d5ca683f744f007cd886,You're right. We'll do it. I'm going to talk to daddy about it right now. But dad was so exhausted when he came home from work. Why don't you talk to him about it tomorrow?,What should the woman say?,You are a very smart young. I think I'll wait until tomorrow.,"You listen to me, and you listen good.",0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0038,67f6b01519391983b9457b61704a531d8581cd21b0f1d2d6e8c6f812d2cafa3f,"I've been trying to find a way to encourage reading. Good luck. Oh, I think I may have found a way to do it. Yeah, tell me about it. I work with families every day, Ellen, I see how people spend their leisure time-- young and old. Mostly watching television. Well, that would be okay if and I repeat, if People took the time to read. I couldn't agree with you more. The question is, how do we get them to read more? I think you're going to give me the answer to that question, you... you have that look in your eye.",What should the woman say?,"I do have an answer, Philip, or at least I think I do.","You don't even care, do you?",0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0039,22f9e7ab9be651b79ecd49e85c69a7fd65213ef0f7e3dcf167e030967196c425,"But how do you plan to do that? By arranging with the public schools to schedule one hour a week to start with. During that time, parents are invited to attend and to read along with the children, their children. It can go beyond the schools, Ellem. Really? I guarantee you it would go very well in the hospitals. As my patients, mostly kids would would love to read and be read to. You think so? I know so. Maybe we can experiment with your patients and see how the plan works.",What should the man say?,I love the idea.,What do you want from me?,0,0,25,8.333333333333334,12.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0040,33eb11b2a8b576f9a61762ceb114a9307361be194fe79d521d45759dd7bfacf0,This would be a wonderful way to accomplish that. I have a question. Yes? What do we read? To the patients in the ward? Yes.,What should the woman say?,Well let's you and I talk about it.,What is wrong with you?,0,0,0,0.0,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0050,3146d7c2e979493b6f74ddf83b7779800ff751ac38ecc9e910a43fed3a69cf3b,"I think that you're very successful and that you have a fantastic reputation in the toy industry, I think you could talk to Mr. Marra.And I think he could help you find a real good job in Los Angeles. He was very helpful to me. Remember?",What should the woman say?,I suppose I could call him.,What are you trying to say?,25,0,0,8.333333333333334,12.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0051,091a8d9f03820efad90a6e59a45d9a1a9a7741cdf0d20cdde9646835ca3fd466,And what about Michelle? What do you think? I think Michelle is better off staying where she is. What does she think? I don't know for sure.,What should the man say?,"Well, you should have to ask her.",You've put me in a very difficult position.,50,0,25,25.0,37.5
gemini_2_5_pro,Gemini 2.5 Pro,video_0053,774985ea2eb38d0033b63aa87bda99a532ad2ec657c28c0f173b45a7ac580004,"I met with Bill York today. And I talked with Mr. Marchcheta. Did York make the offer? Yep, he asked me if I want the job. That's exciting, Harry, what was it? A vice presidency with the biggest accounting company in the country, craft and craft. Aren't you excited about that.",What should the man say?,Sure I am.,I've got you.,0,25,0,8.333333333333334,0.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0054,00ad1fed45fcf1af2a51c87511d491cef21b1d38a7f35de862ab4673daf705fa,"I talked to Mr. Marceta. What did he say? Did you tell him about me? Of course, Harry, I want what's best for you. And I think I can get a good job through Mr. Marcetta in Los Angeles, also. You're kidding.",What should the woman say?,"No, I'm not kidding.",I don't believe you.,25,0,25,16.666666666666668,25.0
gemini_2_5_pro,Gemini 2.5 Pro,video_0056,2db8c36d240fe6fd81a2b039a69a113fca158cb308f292be57530809f15ef4e6,"Come and sit down for a minute, Michelle. I'd like to talk to you about something, something important. What's wrong, Susan? Oh there's nothing wrong, Michelle, but your daddy and I are talking about something that I'd like your opinion about. I know. I heard you talking about it the other night when I was trying on my new clothes. It's about moving to Los Angeles.",What should the woman in blue say?,"You're right, How do you feel about it?",I'd have sex with him in a minute.,0,0,0,0.0,0.0
